,missing_network,school_network,inconsistent_network,notunique_network,missing_metadata
1257,,,network code revised for DRAM station from ME to OZ,,
1258,,,network code revised for MILA station from nan to AU,,
1259,,,network code revised for MILA station from nan to AU,,
1260,,,network code revised for MILA station from nan to AU,,
1261,,,network code revised for MILA station from nan to AU,,
1262,,,network code revised for MILA station from nan to AU,,
1263,,,network code revised for MILA station from nan to AU,,
1264,,,network code revised for ARPS station from nan to AU,,
1265,,,network code revised for ARPS station from nan to AU,,
1266,,,network code revised for ARPS station from nan to AU,,
1267,,,network code revised for ARPS station from nan to AU,,
1268,,,network code revised for ARPS station from nan to AU,,
1269,,,network code revised for ARPS station from nan to AU,,
1270,,,network code revised for BJEM station from ME to OZ,,
1271,,,network code revised for BJEM station from ME to OZ,,
1272,,,network code revised for BJEM station from ME to OZ,,
1273,,,network code revised for KMBL station from nan to AU,,
1274,,,network code revised for KMBL station from nan to AU,,
1275,,,network code revised for KMBL station from nan to AU,,
1276,,,network code revised for KMBL station from nan to AU,,
1277,,,network code revised for KMBL station from nan to AU,,
1278,,,network code revised for KMBL station from nan to AU,,
1279,,,network code revised for HWK station from nan to AD,,
1280,,,network code revised for HWK station from nan to AD,,
1281,,,network code revised for HWK station from nan to AD,,
1282,,,network code revised for GOGM station from nan to OZ,,
1283,,,network code revised for GOGM station from nan to OZ,,
1284,,,network code revised for GOGM station from nan to OZ,,
1285,,,network code revised for GOGM station from nan to OZ,,
1286,,,network code revised for GOGM station from nan to OZ,,
1287,,,network code revised for GOGM station from nan to OZ,,
1288,,,network code revised for CCRM station from nan to OZ,,
1289,,,network code revised for CCRM station from nan to OZ,,
1290,,,network code revised for CCRM station from nan to OZ,,
1291,,,network code revised for ROWM station from nan to OZ,,
1292,,,network code revised for ROWM station from nan to OZ,,
1293,,,network code revised for ROWM station from nan to OZ,,
1294,,,network code revised for IVSM station from nan to OZ,,
1295,,,network code revised for IVSM station from nan to OZ,,
1296,,,network code revised for IVSM station from nan to OZ,,
1297,,,network code revised for IVSM station from nan to OZ,,
1298,,,network code revised for IVSM station from nan to OZ,,
1299,,,network code revised for IVSM station from nan to OZ,,
1300,,,network code revised for TOO station from nan to AU,,
1301,,,network code revised for TOO station from nan to AU,,
1302,,,network code revised for TOO station from nan to AU,,
1303,,,network code revised for TOO station from nan to AU,,
1304,,,network code revised for TOO station from nan to AU,,
1305,,,network code revised for TOO station from nan to AU,,
1306,,,network code revised for MILA station from nan to AU,,
1307,,,network code revised for MILA station from nan to AU,,
1308,,,network code revised for MILA station from nan to AU,,
1309,,,network code revised for MILA station from nan to AU,,
1310,,,network code revised for MILA station from nan to AU,,
1311,,,network code revised for MILA station from nan to AU,,
1312,,,network code revised for ARPS station from nan to AU,,
1313,,,network code revised for ARPS station from nan to AU,,
1314,,,network code revised for ARPS station from nan to AU,,
1315,,,network code revised for ARPS station from nan to AU,,
1316,,,network code revised for ARPS station from nan to AU,,
1317,,,network code revised for ARPS station from nan to AU,,
1318,,,network code revised for CNB station from nan to AU,,
1319,,,network code revised for CNB station from nan to AU,,
1320,,,network code revised for CNB station from nan to AU,,
1321,,,network code revised for CNB station from nan to AU,,
1322,,,network code revised for CNB station from nan to AU,,
1323,,,network code revised for CNB station from nan to AU,,
1324,,,network code revised for COTT station from AB to OZ,,
1325,,,network code revised for COTT station from AB to OZ,,
1326,,,network code revised for COTT station from AB to OZ,,
1327,,,network code revised for COTT station from AB to OZ,,
1328,,,network code revised for COTT station from AB to OZ,,
1329,,,network code revised for COTT station from AB to OZ,,
1330,,,network code revised for CAN station from nan to G,,
1331,,,network code revised for CAN station from nan to G,,
1332,,,network code revised for CAN station from nan to G,,
1333,,,network code revised for TPND station from ME to OZ,,
1334,,,network code revised for TPND station from ME to OZ,,
1335,,,network code revised for TPND station from ME to OZ,,
1336,,,network code revised for TPND station from ME to OZ,,
1337,,,network code revised for TPND station from ME to OZ,,
1338,,,network code revised for TPND station from ME to OZ,,
1339,,,network code revised for YNG station from nan to AU,,
1340,,,network code revised for YNG station from nan to AU,,
1341,,,network code revised for YNG station from nan to AU,,
1342,,,network code revised for YNG station from nan to AU,,
1343,,,network code revised for YNG station from nan to AU,,
1344,,,network code revised for YNG station from nan to AU,,
1345,,,network code revised for WAMB station from ME to OZ,,
1346,,,network code revised for WAMB station from ME to OZ,,
1347,,,network code revised for WAMB station from ME to OZ,,
1348,,,network code revised for WAMB station from ME to OZ,,
1349,,,network code revised for WAMB station from ME to OZ,,
1350,,,network code revised for WAMB station from ME to OZ,,
1351,,,network code revised for IVSM station from AB to OZ,,
1352,,,network code revised for DTMM station from AB to OZ,,
1353,,,network code revised for MILA station from nan to AU,,
1354,,,network code revised for MILA station from nan to AU,,
1355,,,network code revised for MILA station from nan to AU,,
1356,,,network code revised for MILA station from nan to AU,,
1357,,,network code revised for MILA station from nan to AU,,
1358,,,network code revised for MILA station from nan to AU,,
1359,,,network code revised for STPK station from ME to OZ,,
1360,,,network code revised for MGCD station from nan to AU,,
1361,,,network code revised for MGCD station from nan to AU,,
1362,,,network code revised for MGCD station from nan to AU,,
1363,,,network code revised for MGCD station from nan to AU,,
1364,,,network code revised for MGCD station from nan to AU,,
1365,,,network code revised for MGCD station from nan to AU,,
1366,,,network code revised for MLWM station from ME to OZ,,
1367,,,network code revised for MLWM station from ME to OZ,,
1368,,,network code revised for MLWM station from ME to OZ,,
1369,,,network code revised for TOO station from nan to AU,,
1370,,,network code revised for TOO station from nan to AU,,
1371,,,network code revised for TOO station from nan to AU,,
1372,,,network code revised for TOO station from nan to AU,,
1373,,,network code revised for TOO station from nan to AU,,
1374,,,network code revised for TOO station from nan to AU,,
1375,,,network code revised for JENM station from nan to OZ,,
1376,,,network code revised for JENM station from nan to OZ,,
1377,,,network code revised for JENM station from nan to OZ,,
1378,,,network code revised for JENM station from nan to OZ,,
1379,,,network code revised for JENM station from nan to OZ,,
1380,,,network code revised for JENM station from nan to OZ,,
1381,,,network code revised for HOPM station from ME to OZ,,
1382,,,network code revised for HOPM station from ME to OZ,,
1383,,,network code revised for HOPM station from ME to OZ,,
1384,,,network code revised for HOPM station from ME to OZ,,
1385,,,network code revised for HOPM station from ME to OZ,,
1386,,,network code revised for HOPM station from ME to OZ,,
1387,,,network code revised for CDNM station from ME to OZ,,
1388,,,network code revised for CDNM station from ME to OZ,,
1389,,,network code revised for CDNM station from ME to OZ,,
1390,,,network code revised for CDNM station from ME to OZ,,
1391,,,network code revised for CDNM station from ME to OZ,,
1392,,,network code revised for CDNM station from ME to OZ,,
1393,,,network code revised for KORUM station from AB to OZ,,
1394,,,network code revised for KORUM station from AB to OZ,,
1395,,,network code revised for KORUM station from AB to OZ,,
1396,,,network code revised for ROWM station from ME to OZ,,
1397,,,network code revised for ROWM station from ME to OZ,,
1398,,,network code revised for ROWM station from ME to OZ,,
1399,,,network code revised for CMSA station from nan to AU,,
1400,,,network code revised for CMSA station from nan to AU,,
1401,,,network code revised for CMSA station from nan to AU,,
1402,,,network code revised for CMSA station from nan to AU,,
1403,,,network code revised for CMSA station from nan to AU,,
1404,,,network code revised for CMSA station from nan to AU,,
1405,,,network code revised for GOGM station from ME to OZ,,
1406,,,network code revised for MGCD station from nan to AU,,
1407,,,network code revised for MGCD station from nan to AU,,
1408,,,network code revised for MGCD station from nan to AU,,
1409,,,network code revised for MGCD station from nan to AU,,
1410,,,network code revised for MGCD station from nan to AU,,
1411,,,network code revised for MGCD station from nan to AU,,
1412,,,network code revised for RIV station from nan to AU,,
1413,,,network code revised for STPK station from ME to OZ,,
1414,,,network code revised for YNG station from nan to AU,,
